Date,calafrios,ictericia,insuficiencia hepatica,insuficiencia renal,insuficiencia respiratoria
2015-02-15,26.0,29.0,0.0,55.0,4.0
2015-02-22,20.0,33.0,0.0,77.0,3.0
2015-03-01,23.0,23.0,3.0,49.0,12.0
2015-03-08,53.0,33.0,3.0,37.0,20.0
2015-03-15,33.0,86.0,3.0,82.0,7.0
2015-03-22,26.0,48.0,11.0,74.0,4.0
2015-03-29,35.0,25.0,4.0,67.0,11.0
2015-04-05,17.0,17.0,4.0,23.0,17.0
2015-04-12,27.0,24.0,4.0,37.0,7.0
2015-04-19,28.0,59.0,4.0,45.0,3.0
2015-04-26,35.0,35.0,4.0,39.0,25.0
2015-05-03,31.0,24.0,6.0,45.0,10.0
2015-05-10,7.0,65.0,8.0,48.0,7.0
2015-05-17,37.0,27.0,10.0,64.0,10.0
2015-05-24,33.0,49.0,3.0,46.0,16.0
2015-05-31,21.0,49.0,6.0,35.0,11.0
2015-06-07,30.0,51.0,8.0,81.0,13.0
2015-06-14,13.0,23.0,10.0,54.0,17.0
2015-06-21,22.0,19.0,13.0,39.0,3.0
2015-06-28,34.0,38.0,3.0,25.0,9.0
2015-07-05,30.0,27.0,3.0,34.0,7.0
2015-07-12,48.0,26.0,6.0,26.0,16.0
2015-07-19,29.0,26.0,3.0,58.0,6.0
2015-07-26,22.0,48.0,3.0,64.0,3.0
2015-08-02,22.0,47.0,3.0,35.0,6.0
2015-08-09,16.0,28.0,3.0,47.0,6.0
2015-08-16,25.0,43.0,3.0,49.0,3.0
2015-08-23,15.0,31.0,3.0,52.0,12.0
2015-08-30,19.0,44.0,16.0,72.0,17.0
2015-09-06,19.0,80.0,6.0,41.0,22.0
2015-09-13,19.0,25.0,3.0,34.0,12.0
2015-09-20,27.0,30.0,9.0,63.0,12.0
2015-09-27,18.0,30.0,3.0,48.0,6.0
2015-10-04,18.0,30.0,12.0,43.0,18.0
2015-10-11,26.0,6.0,3.0,51.0,13.0
2015-10-18,9.0,24.0,3.0,65.0,6.0
2015-10-25,33.0,48.0,3.0,33.0,9.0
2015-11-01,15.0,30.0,3.0,66.0,6.0
2015-11-08,12.0,24.0,6.0,39.0,9.0
2015-11-15,9.0,35.0,3.0,50.0,13.0
2015-11-22,25.0,22.0,3.0,33.0,11.0
2015-11-29,33.0,30.0,3.0,72.0,6.0
2015-12-06,9.0,38.0,3.0,47.0,3.0
2015-12-13,22.0,6.0,3.0,16.0,4.0
2015-12-20,12.0,35.0,0.0,28.0,4.0
2015-12-27,12.0,27.0,0.0,27.0,0.0
2016-01-03,19.0,10.0,5.0,78.0,0.0
2016-01-10,32.0,41.0,5.0,100.0,14.0
2016-01-17,38.0,38.0,7.0,47.0,5.0
2016-01-24,28.0,38.0,9.0,61.0,5.0
2016-01-31,55.0,36.0,5.0,55.0,27.0
2016-02-07,36.0,51.0,6.0,86.0,10.0
2016-02-14,32.0,41.0,7.0,64.0,5.0
2016-02-21,49.0,40.0,9.0,80.0,13.0
2016-02-28,22.0,48.0,9.0,96.0,9.0
2016-03-06,30.0,65.0,9.0,91.0,17.0
2016-03-13,49.0,49.0,4.0,67.0,22.0
2016-03-20,41.0,41.0,14.0,51.0,18.0
2016-03-27,57.0,57.0,4.0,75.0,9.0
2016-04-03,62.0,62.0,4.0,49.0,18.0
2016-04-10,70.0,75.0,7.0,75.0,18.0
2016-04-17,56.0,37.0,9.0,70.0,23.0
2016-04-24,40.0,90.0,9.0,76.0,13.0
2016-05-01,46.0,56.0,10.0,88.0,13.0
2016-05-08,45.0,36.0,12.0,49.0,13.0
2016-05-15,49.0,54.0,13.0,99.0,13.0
2016-05-22,33.0,10.0,9.0,62.0,14.0
2016-05-29,43.0,95.0,9.0,61.0,26.0
2016-06-05,27.0,32.0,9.0,45.0,14.0
2016-06-12,28.0,47.0,9.0,79.0,14.0
2016-06-19,54.0,59.0,9.0,77.0,9.0
2016-06-26,56.0,46.0,9.0,37.0,14.0
2016-07-03,52.0,62.0,9.0,66.0,14.0
2016-07-10,23.0,33.0,5.0,47.0,14.0
2016-07-17,86.0,29.0,5.0,76.0,10.0
2016-07-24,19.0,9.0,5.0,56.0,12.0
2016-07-31,50.0,36.0,5.0,82.0,14.0
2016-08-07,36.0,36.0,5.0,64.0,14.0
2016-08-14,72.0,41.0,14.0,72.0,18.0
2016-08-21,23.0,32.0,23.0,83.0,14.0
2016-08-28,62.0,40.0,17.0,88.0,13.0
2016-09-04,18.0,23.0,17.0,68.0,18.0
2016-09-11,48.0,31.0,17.0,79.0,4.0
2016-09-18,18.0,41.0,5.0,69.0,9.0
2016-09-25,42.0,28.0,14.0,88.0,28.0
2016-10-02,35.0,22.0,9.0,48.0,13.0
2016-10-09,42.0,37.0,9.0,92.0,14.0
2016-10-16,35.0,17.0,9.0,74.0,17.0
2016-10-23,39.0,22.0,4.0,95.0,9.0
2016-10-30,18.0,40.0,4.0,93.0,9.0
