Date,diarreia,dor no corpo,fadiga,irritacao sobre a pele,mal estar
2010-03-21,36.0,24.0,27.0,0.0,24.0
2010-03-28,40.0,7.0,27.0,0.0,13.0
2010-04-04,19.0,13.0,31.0,0.0,13.0
2010-04-11,37.0,6.0,12.0,0.0,12.0
2010-04-18,45.0,6.0,26.0,0.0,6.0
2010-04-25,37.0,6.0,18.0,0.0,25.0
2010-05-02,26.0,13.0,13.0,0.0,13.0
2010-05-09,45.0,6.0,13.0,0.0,6.0
2010-05-16,70.0,6.0,13.0,0.0,13.0
2010-05-23,50.0,13.0,6.0,0.0,13.0
2010-05-30,50.0,7.0,7.0,0.0,21.0
2010-06-06,100.0,7.0,13.0,0.0,7.0
2010-06-13,28.0,7.0,7.0,0.0,7.0
2010-06-20,40.0,7.0,27.0,0.0,13.0
2010-06-27,41.0,7.0,7.0,0.0,7.0
2010-07-04,34.0,7.0,11.0,0.0,7.0
2010-07-11,38.0,6.0,15.0,0.0,19.0
2010-07-18,52.0,9.0,19.0,0.0,13.0
2010-07-25,6.0,13.0,6.0,0.0,13.0
2010-08-01,38.0,6.0,6.0,0.0,6.0
2010-08-08,30.0,6.0,6.0,0.0,6.0
2010-08-15,50.0,6.0,6.0,0.0,12.0
2010-08-22,36.0,6.0,18.0,0.0,6.0
2010-08-29,36.0,6.0,18.0,0.0,12.0
2010-09-05,20.0,7.0,7.0,0.0,14.0
2010-09-12,35.0,6.0,29.0,0.0,6.0
2010-09-19,41.0,6.0,29.0,0.0,9.0
2010-09-26,56.0,11.0,34.0,0.0,11.0
2010-10-03,73.0,22.0,40.0,0.0,23.0
2010-10-10,39.0,32.0,26.0,0.0,6.0
2010-10-17,62.0,17.0,11.0,0.0,11.0
2010-10-24,57.0,17.0,17.0,0.0,11.0
2010-10-31,37.0,11.0,12.0,0.0,6.0
2010-11-07,23.0,11.0,6.0,0.0,6.0
2010-11-14,18.0,11.0,6.0,0.0,6.0
2010-11-21,17.0,11.0,6.0,0.0,11.0
2010-11-28,57.0,11.0,6.0,0.0,14.0
2010-12-05,59.0,12.0,6.0,0.0,18.0
2010-12-12,42.0,7.0,6.0,0.0,18.0
2010-12-19,80.0,7.0,6.0,0.0,13.0
2010-12-26,65.0,5.0,6.0,0.0,13.0
2011-01-02,60.0,5.0,12.0,0.0,24.0
2011-01-09,55.0,8.0,3.0,0.0,12.0
2011-01-16,40.0,6.0,16.0,0.0,10.0
2011-01-23,48.0,9.0,15.0,0.0,9.0
2011-01-30,68.0,6.0,3.0,0.0,16.0
2011-02-06,42.0,8.0,10.0,0.0,11.0
2011-02-13,69.0,8.0,5.0,0.0,2.0
2011-02-20,60.0,8.0,11.0,0.0,8.0
2011-02-27,29.0,8.0,15.0,0.0,23.0
2011-03-06,45.0,7.0,10.0,0.0,12.0
2011-03-13,52.0,8.0,2.0,0.0,17.0
2011-03-20,35.0,3.0,14.0,0.0,8.0
2011-03-27,41.0,5.0,3.0,0.0,11.0
2011-04-03,34.0,14.0,17.0,0.0,12.0
2011-04-10,37.0,9.0,9.0,0.0,12.0
2011-04-17,42.0,8.0,15.0,0.0,12.0
2011-04-24,58.0,15.0,13.0,0.0,10.0
2011-05-01,59.0,14.0,9.0,0.0,8.0
2011-05-08,39.0,9.0,12.0,0.0,9.0
2011-05-15,47.0,2.0,9.0,0.0,12.0
