Date,anemia,crescimento progressivo das feridas,indisposicao,palidez,perda de peso
2004-12-12,32.0,0.0,0.0,0.0,11.0
2004-12-19,15.0,0.0,0.0,13.0,0.0
2004-12-26,15.0,0.0,0.0,0.0,0.0
2005-01-02,18.0,0.0,0.0,0.0,0.0
2005-01-09,21.0,0.0,0.0,0.0,0.0
2005-01-16,20.0,0.0,0.0,0.0,0.0
2005-01-23,62.0,0.0,0.0,0.0,10.0
2005-01-30,30.0,0.0,0.0,0.0,0.0
2005-02-06,37.0,0.0,0.0,0.0,0.0
2005-02-13,10.0,0.0,0.0,0.0,0.0
2005-02-20,10.0,0.0,0.0,0.0,0.0
2005-02-27,37.0,0.0,0.0,0.0,0.0
2005-03-06,45.0,0.0,0.0,0.0,9.0
2005-03-13,70.0,0.0,0.0,0.0,0.0
2005-03-20,37.0,0.0,0.0,0.0,0.0
2005-03-27,46.0,0.0,0.0,8.0,0.0
2005-04-03,25.0,0.0,0.0,0.0,0.0
2005-04-10,34.0,0.0,0.0,0.0,0.0
2005-04-17,38.0,0.0,0.0,0.0,19.0
2005-04-24,34.0,0.0,0.0,0.0,8.0
2005-05-01,25.0,0.0,0.0,0.0,8.0
2005-05-08,33.0,0.0,0.0,0.0,8.0
2005-05-15,16.0,0.0,0.0,0.0,0.0
2005-05-22,35.0,0.0,0.0,0.0,0.0
2005-05-29,24.0,0.0,0.0,0.0,0.0
2005-06-05,40.0,0.0,0.0,0.0,0.0
2005-06-12,32.0,0.0,0.0,0.0,0.0
2005-06-19,17.0,0.0,0.0,0.0,8.0
2005-06-26,17.0,0.0,0.0,0.0,0.0
2005-07-03,17.0,0.0,0.0,0.0,0.0
2005-07-10,18.0,0.0,0.0,0.0,0.0
2005-07-17,9.0,0.0,0.0,0.0,0.0
2005-07-24,26.0,0.0,0.0,0.0,0.0
2005-07-31,42.0,0.0,0.0,0.0,8.0
2005-08-07,39.0,0.0,0.0,0.0,8.0
2005-08-14,62.0,0.0,0.0,0.0,8.0
2005-08-21,23.0,0.0,0.0,0.0,0.0
2005-08-28,23.0,0.0,0.0,0.0,0.0
2005-09-04,16.0,0.0,0.0,0.0,0.0
2005-09-11,35.0,0.0,0.0,0.0,0.0
2005-09-18,14.0,0.0,0.0,0.0,0.0
2005-09-25,29.0,0.0,0.0,0.0,0.0
2005-10-02,37.0,0.0,0.0,0.0,7.0
2005-10-09,39.0,0.0,0.0,0.0,0.0
2005-10-16,36.0,0.0,0.0,0.0,0.0
2005-10-23,43.0,0.0,0.0,0.0,0.0
2005-10-30,52.0,0.0,0.0,0.0,0.0
2005-11-06,25.0,0.0,0.0,0.0,0.0
2005-11-13,38.0,0.0,0.0,0.0,0.0
2005-11-20,7.0,0.0,0.0,0.0,7.0
2005-11-27,14.0,0.0,0.0,0.0,0.0
2005-12-04,7.0,0.0,0.0,0.0,0.0
2005-12-11,15.0,0.0,0.0,0.0,0.0
2005-12-18,16.0,0.0,0.0,0.0,0.0
2005-12-25,16.0,0.0,0.0,0.0,0.0
2006-01-01,17.0,0.0,0.0,0.0,0.0
2006-01-08,23.0,0.0,0.0,0.0,0.0
2006-01-15,15.0,0.0,0.0,0.0,0.0
2006-01-22,14.0,0.0,0.0,0.0,0.0
2006-01-29,14.0,0.0,0.0,0.0,0.0
2006-02-05,14.0,0.0,0.0,0.0,0.0
2006-02-12,33.0,0.0,0.0,0.0,0.0
2006-02-19,7.0,0.0,0.0,0.0,0.0
2006-02-26,8.0,0.0,0.0,0.0,0.0
2006-03-05,13.0,0.0,0.0,0.0,0.0
2006-03-12,36.0,0.0,0.0,0.0,0.0
2006-03-19,46.0,0.0,0.0,0.0,0.0
2006-03-26,12.0,0.0,0.0,0.0,0.0
