Date,anemia,crescimento progressivo das feridas,indisposicao,palidez,perda de peso
2013-09-22,72.0,0.0,1.0,2.0,4.0
2013-09-29,58.0,0.0,1.0,2.0,7.0
2013-10-06,41.0,0.0,1.0,2.0,8.0
2013-10-13,64.0,0.0,1.0,1.0,9.0
2013-10-20,55.0,0.0,1.0,1.0,5.0
2013-10-27,70.0,0.0,1.0,1.0,8.0
2013-11-03,59.0,0.0,1.0,1.0,12.0
2013-11-10,69.0,0.0,1.0,1.0,7.0
2013-11-17,66.0,0.0,1.0,1.0,5.0
2013-11-24,59.0,0.0,1.0,1.0,10.0
2013-12-01,59.0,0.0,1.0,1.0,5.0
2013-12-08,60.0,0.0,1.0,1.0,6.0
2013-12-15,43.0,0.0,1.0,2.0,8.0
2013-12-22,39.0,0.0,1.0,1.0,10.0
2013-12-29,31.0,0.0,1.0,1.0,12.0
2014-01-05,57.0,0.0,1.0,1.0,9.0
2014-01-12,54.0,0.0,1.0,1.0,10.0
2014-01-19,74.0,0.0,1.0,1.0,9.0
2014-01-26,55.0,0.0,1.0,1.0,6.0
2014-02-02,63.0,0.0,1.0,1.0,13.0
2014-02-09,56.0,0.0,1.0,1.0,7.0
2014-02-16,58.0,0.0,1.0,1.0,6.0
2014-02-23,56.0,0.0,1.0,1.0,6.0
2014-03-02,45.0,0.0,1.0,1.0,7.0
2014-03-09,63.0,0.0,1.0,1.0,5.0
2014-03-16,69.0,0.0,1.0,1.0,9.0
2014-03-23,53.0,0.0,1.0,1.0,23.0
2014-03-30,78.0,0.0,1.0,1.0,13.0
2014-04-06,71.0,0.0,1.0,1.0,8.0
2014-04-13,60.0,0.0,0.0,1.0,9.0
2014-04-20,68.0,0.0,0.0,1.0,9.0
2014-04-27,50.0,0.0,0.0,1.0,9.0
2014-05-04,70.0,0.0,0.0,1.0,11.0
2014-05-11,59.0,0.0,0.0,1.0,12.0
2014-05-18,57.0,0.0,0.0,1.0,11.0
2014-05-25,62.0,0.0,0.0,1.0,8.0
2014-06-01,52.0,0.0,1.0,1.0,7.0
2014-06-08,53.0,0.0,1.0,1.0,5.0
2014-06-15,54.0,0.0,1.0,2.0,8.0
2014-06-22,63.0,0.0,1.0,2.0,5.0
2014-06-29,59.0,0.0,1.0,1.0,9.0
2014-07-06,41.0,0.0,1.0,1.0,5.0
2014-07-13,51.0,0.0,1.0,1.0,16.0
2014-07-20,44.0,0.0,1.0,1.0,11.0
2014-07-27,58.0,0.0,1.0,1.0,5.0
2014-08-03,50.0,0.0,1.0,1.0,9.0
2014-08-10,57.0,0.0,1.0,1.0,6.0
2014-08-17,64.0,0.0,1.0,1.0,9.0
2014-08-24,70.0,0.0,1.0,1.0,9.0
2014-08-31,58.0,0.0,1.0,1.0,9.0
2014-09-07,72.0,0.0,1.0,1.0,8.0
2014-09-14,61.0,0.0,1.0,2.0,16.0
2014-09-21,62.0,0.0,1.0,2.0,13.0
2014-09-28,69.0,0.0,1.0,1.0,16.0
2014-10-05,56.0,0.0,1.0,1.0,6.0
2014-10-12,54.0,0.0,1.0,1.0,11.0
2014-10-19,70.0,0.0,1.0,1.0,8.0
2014-10-26,55.0,0.0,1.0,1.0,12.0
2014-11-02,77.0,0.0,1.0,1.0,10.0
2014-11-09,68.0,0.0,1.0,0.0,8.0
2014-11-16,65.0,0.0,1.0,0.0,8.0
2014-11-23,61.0,0.0,1.0,0.0,10.0
2014-11-30,58.0,0.0,1.0,0.0,8.0
2014-12-07,58.0,0.0,1.0,0.0,12.0
2014-12-14,56.0,0.0,1.0,1.0,9.0
2014-12-21,54.0,0.0,1.0,1.0,8.0
2014-12-28,66.0,0.0,1.0,0.0,14.0
2015-01-04,60.0,0.0,1.0,0.0,10.0
2015-01-11,66.0,0.0,1.0,0.0,9.0
2015-01-18,70.0,0.0,1.0,0.0,12.0
2015-01-25,71.0,0.0,1.0,0.0,7.0
2015-02-01,78.0,0.0,1.0,0.0,9.0
2015-02-08,62.0,0.0,1.0,1.0,6.0
2015-02-15,59.0,0.0,1.0,2.0,5.0
2015-02-22,67.0,0.0,1.0,1.0,12.0
2015-03-01,76.0,0.0,1.0,1.0,12.0
2015-03-08,63.0,0.0,1.0,1.0,5.0
2015-03-15,72.0,0.0,1.0,2.0,9.0
2015-03-22,68.0,0.0,1.0,2.0,10.0
2015-03-29,83.0,0.0,1.0,1.0,7.0
2015-04-05,93.0,0.0,1.0,1.0,13.0
2015-04-12,82.0,0.0,1.0,1.0,7.0
2015-04-19,100.0,0.0,1.0,1.0,13.0
2015-04-26,73.0,0.0,1.0,3.0,7.0
2015-05-03,79.0,0.0,1.0,4.0,11.0
2015-05-10,62.0,0.0,1.0,2.0,8.0
2015-05-17,69.0,0.0,1.0,1.0,8.0
2015-05-24,67.0,0.0,1.0,1.0,13.0
2015-05-31,56.0,0.0,1.0,2.0,9.0
2015-06-07,69.0,0.0,0.0,1.0,6.0
2015-06-14,80.0,0.0,0.0,1.0,8.0
2015-06-21,63.0,0.0,0.0,1.0,9.0
2015-06-28,66.0,0.0,0.0,1.0,9.0
2015-07-05,58.0,0.0,0.0,1.0,6.0
2015-07-12,65.0,0.0,1.0,2.0,7.0
2015-07-19,65.0,0.0,1.0,1.0,11.0
2015-07-26,53.0,0.0,1.0,1.0,12.0
2015-08-02,71.0,0.0,1.0,1.0,16.0
2015-08-09,72.0,0.0,1.0,1.0,10.0
2015-08-16,82.0,0.0,1.0,1.0,13.0
2015-08-23,73.0,0.0,1.0,3.0,13.0
2015-08-30,88.0,0.0,1.0,1.0,13.0
2015-09-06,64.0,0.0,1.0,1.0,13.0
2015-09-13,66.0,0.0,1.0,3.0,11.0
2015-09-20,78.0,0.0,1.0,1.0,8.0
2015-09-27,73.0,0.0,1.0,1.0,9.0
2015-10-04,69.0,0.0,2.0,2.0,13.0
2015-10-11,65.0,0.0,2.0,1.0,13.0
2015-10-18,74.0,0.0,1.0,1.0,14.0
2015-10-25,65.0,0.0,1.0,1.0,7.0
2015-11-01,70.0,0.0,1.0,1.0,11.0
2015-11-08,73.0,0.0,1.0,1.0,6.0
2015-11-15,77.0,0.0,1.0,2.0,7.0
2015-11-22,64.0,0.0,2.0,2.0,6.0
2015-11-29,67.0,0.0,1.0,3.0,8.0
2015-12-06,68.0,0.0,1.0,1.0,6.0
2015-12-13,62.0,0.0,1.0,1.0,11.0
2015-12-20,44.0,0.0,1.0,3.0,6.0
2015-12-27,61.0,0.0,1.0,4.0,7.0
2016-01-03,66.0,0.0,0.0,1.0,11.0
2016-01-10,52.0,0.0,1.0,1.0,11.0
2016-01-17,65.0,0.0,1.0,1.0,12.0
2016-01-24,86.0,0.0,1.0,1.0,11.0
2016-01-31,73.0,0.0,1.0,1.0,9.0
2016-02-07,63.0,0.0,1.0,1.0,12.0
2016-02-14,78.0,0.0,1.0,3.0,13.0
2016-02-21,72.0,0.0,1.0,1.0,10.0
2016-02-28,78.0,0.0,1.0,2.0,8.0
2016-03-06,83.0,0.0,1.0,1.0,11.0
2016-03-13,100.0,0.0,1.0,1.0,14.0
2016-03-20,88.0,0.0,2.0,1.0,10.0
2016-03-27,94.0,0.0,1.0,2.0,10.0
2016-04-03,82.0,0.0,1.0,2.0,9.0
2016-04-10,97.0,0.0,1.0,1.0,5.0
2016-04-17,83.0,0.0,1.0,1.0,10.0
2016-04-24,87.0,0.0,1.0,1.0,10.0
2016-05-01,96.0,0.0,1.0,1.0,6.0
2016-05-08,75.0,0.0,1.0,1.0,14.0
2016-05-15,71.0,0.0,1.0,1.0,7.0
2016-05-22,71.0,0.0,1.0,2.0,7.0
2016-05-29,73.0,0.0,1.0,2.0,11.0
2016-06-05,63.0,0.0,1.0,1.0,9.0
2016-06-12,67.0,0.0,1.0,1.0,8.0
2016-06-19,72.0,0.0,1.0,1.0,9.0
2016-06-26,71.0,0.0,1.0,1.0,13.0
2016-07-03,59.0,0.0,1.0,1.0,12.0
2016-07-10,50.0,0.0,1.0,1.0,12.0
2016-07-17,74.0,0.0,1.0,1.0,9.0
2016-07-24,65.0,0.0,1.0,2.0,10.0
2016-07-31,70.0,0.0,1.0,1.0,7.0
2016-08-07,74.0,0.0,1.0,1.0,7.0
2016-08-14,84.0,0.0,1.0,1.0,12.0
2016-08-21,70.0,0.0,1.0,1.0,12.0
2016-08-28,79.0,0.0,1.0,2.0,11.0
2016-09-04,56.0,0.0,1.0,1.0,8.0
2016-09-11,78.0,0.0,1.0,1.0,9.0
2016-09-18,86.0,0.0,1.0,2.0,12.0
2016-09-25,93.0,0.0,1.0,1.0,5.0
2016-10-02,78.0,0.0,1.0,1.0,10.0
2016-10-09,71.0,0.0,1.0,2.0,13.0
2016-10-16,82.0,0.0,0.0,1.0,16.0
2016-10-23,81.0,0.0,0.0,2.0,12.0
2016-10-30,79.0,0.0,0.0,1.0,12.0
